Decade,UN_Geosheme_Subregion,Disaster_Type,RCP,Financial_Impact,Human_Impact,DO,Rain,°C
2020,Northern America,Droughts,6.0,97034790.0,701341.0,8,,
2020,Northern America,Droughts,8.5,25485639.0,722938.0,47,,
2020,Northern Europe,Floods,2.6,17466140.0,866056.0,38,,
2020,Northern Europe,Floods,4.5,17058860.0,253880.0,30,,
2020,Northern Europe,Floods,6.0,20350565.0,937221.0,60,,
2020,Northern Europe,Floods,8.5,5915618.0,296811.0,96,,
2020,Northern Europe,Droughts,2.6,98038799.0,696304.0,72,,
2020,Northern Europe,Droughts,4.5,97708754.0,750750.0,58,,
2020,Northern Europe,Droughts,6.0,87061008.0,493130.0,4,,
2020,Northern Europe,Droughts,8.5,82770360.0,935095.0,1,,
2020,Polynesia,Floods,2.6,56409263.0,927643.0,50,,
2020,Polynesia,Floods,4.5,99568067.0,533171.0,43,,
2020,Polynesia,Floods,6.0,82948755.0,468566.0,52,,
2020,Polynesia,Floods,8.5,25965844.0,413090.0,32,,
2020,Polynesia,Droughts,2.6,71771314.0,410160.0,0,,
2020,Polynesia,Droughts,4.5,86096620.0,5764.0,37,,
2020,Polynesia,Droughts,6.0,90382869.0,672056.0,65,,
2020,Polynesia,Droughts,8.5,53737554.0,877283.0,65,,
2020,South America,Floods,2.6,88474931.0,724181.0,27,,
2020,South America,Floods,4.5,4676212.0,652537.0,71,,
2020,South America,Floods,6.0,95270651.0,873633.0,46,,
2020,South America,Floods,8.5,22325199.0,883926.0,26,,
2020,South America,Droughts,2.6,73983376.0,877452.0,15,,
2020,South America,Droughts,4.5,33770079.0,520676.0,89,,
2020,South America,Droughts,6.0,43948281.0,715613.0,62,,
2020,South America,Droughts,8.5,20392219.0,189946.0,14,,
2020,South-Eastern Asia,Floods,2.6,28106963.0,727090.0,77,,
2020,South-Eastern Asia,Floods,4.5,55110042.0,725636.0,60,,
2020,South-Eastern Asia,Floods,6.0,9321244.0,730686.0,78,,
2020,South-Eastern Asia,Floods,8.5,82211749.0,325326.0,24,,
2020,South-Eastern Asia,Droughts,2.6,61708654.0,586173.0,49,,
2020,South-Eastern Asia,Droughts,4.5,8766879.0,506502.0,36,,
2020,South-Eastern Asia,Droughts,6.0,78506316.0,584120.0,70,,
2020,South-Eastern Asia,Droughts,8.5,10935228.0,121495.0,28,,
2020,Southern Africa,Floods,2.6,85771596.0,7972.0,43,,
2020,Southern Africa,Floods,4.5,47246378.0,863306.0,22,,
2020,Southern Africa,Floods,6.0,33503840.0,798763.0,11,,
2020,Southern Africa,Floods,8.5,77355283.0,567939.0,42,,
2020,Southern Africa,Droughts,2.6,92507632.0,738984.0,31,,
2020,Southern Africa,Droughts,4.5,33155025.0,494420.0,65,,
2020,Southern Africa,Droughts,6.0,70759939.0,419932.0,48,,
2020,Southern Africa,Droughts,8.5,41878748.0,422412.0,58,,
2020,Southern Asia,Floods,2.6,45407275.0,867247.0,78,,
2020,Southern Asia,Floods,4.5,44369727.0,115838.0,23,,
2020,Southern Asia,Floods,6.0,5679638.0,610468.0,63,,
2020,Southern Asia,Floods,8.5,43990614.0,791876.0,93,,
2020,Southern Asia,Droughts,2.6,66484787.0,739410.0,67,,
2020,Southern Asia,Droughts,4.5,1932634.0,336317.0,57,,
2020,Southern Asia,Droughts,6.0,16686533.0,684279.0,0,,
2020,Southern Asia,Droughts,8.5,9717751.0,743709.0,64,,
2020,Southern Europe,Floods,2.6,15232291.0,186537.0,57,,
2020,Southern Europe,Floods,4.5,40433577.0,341985.0,43,,
2020,Southern Europe,Floods,6.0,47005719.0,745849.0,95,,
2020,Southern Europe,Floods,8.5,97602854.0,535294.0,61,,
2020,Southern Europe,Droughts,2.6,55563044.0,943135.0,8,,
2020,Southern Europe,Droughts,4.5,98139193.0,72981.0,43,,
2020,Southern Europe,Droughts,6.0,34207284.0,563380.0,24,,
2020,Southern Europe,Droughts,8.5,36558351.0,655154.0,97,,
2020,Western Africa,Floods,2.6,52521174.0,850506.0,61,,
2020,Western Africa,Floods,4.5,10812236.0,224948.0,35,,
2020,Western Africa,Floods,6.0,67540426.0,924972.0,59,,
2020,Western Africa,Floods,8.5,54926156.0,304364.0,91,,
2020,Western Africa,Droughts,2.6,66128967.0,545785.0,44,,
2020,Western Africa,Droughts,4.5,9806525.0,659039.0,53,,
2020,Western Africa,Droughts,6.0,16049693.0,725749.0,35,,
2020,Western Africa,Droughts,8.5,28969230.0,901901.0,9,,
2020,Western Asia,Floods,2.6,64275058.0,687435.0,31,,
2020,Western Asia,Floods,4.5,26868228.0,838491.0,73,,
2020,Western Asia,Floods,6.0,36525454.0,274692.0,24,,
2020,Western Asia,Floods,8.5,77346196.0,234725.0,50,,
2020,Western Asia,Droughts,2.6,11363920.0,927224.0,12,,
2020,Western Asia,Droughts,4.5,58724556.0,106386.0,51,,
2020,Western Asia,Droughts,6.0,89195236.0,85111.0,43,,
2020,Western Asia,Droughts,8.5,45738780.0,28841.0,63,,
2020,Western Europe,Floods,2.6,14952057.0,417041.0,93,,
2020,Western Europe,Floods,4.5,30717483.0,595144.0,72,,
2020,Western Europe,Floods,6.0,556361.0,70469.0,5,,
2020,Western Europe,Floods,8.5,98298965.0,180239.0,31,,
2020,Western Europe,Droughts,2.6,70950820.0,509383.0,74,,
2020,Western Europe,Droughts,4.5,15179653.0,322879.0,48,,
2020,Western Europe,Droughts,6.0,14362477.0,399996.0,85,,
2020,Western Europe,Droughts,8.5,41204577.0,718700.0,21,,
2030,Australia and New Zealand,Floods,2.6,13577372.0,658564.0,3,,
2030,Australia and New Zealand,Floods,4.5,61266160.0,97432.0,29,,
2030,Australia and New Zealand,Floods,6.0,83924527.0,168226.0,3,,
2030,Australia and New Zealand,Floods,8.5,9469480.0,402567.0,47,,
2030,Australia and New Zealand,Droughts,2.6,42888772.0,678866.0,84,,
2030,Australia and New Zealand,Droughts,4.5,76016332.0,417297.0,54,,
2030,Australia and New Zealand,Droughts,6.0,23850933.0,854862.0,58,,
2030,Australia and New Zealand,Droughts,8.5,48542041.0,352026.0,95,,
2030,Caribbean,Floods,2.6,63967515.0,321775.0,61,,
2030,Caribbean,Floods,4.5,82298299.0,658458.0,30,,
2030,Caribbean,Floods,6.0,49111994.0,572237.0,4,,
2030,Caribbean,Floods,8.5,42974871.0,805240.0,14,,
2030,Caribbean,Droughts,2.6,28188163.0,72777.0,35,,
2030,Caribbean,Droughts,4.5,15082851.0,535845.0,38,,
2030,Caribbean,Droughts,6.0,59935492.0,335893.0,4,,
2030,Caribbean,Droughts,8.5,94066065.0,515221.0,59,,
2030,Central America,Floods,2.6,91492021.0,812591.0,98,,
2030,Central America,Floods,4.5,12235812.0,402553.0,52,,
2030,Central America,Floods,6.0,13906363.0,985427.0,49,,
2030,Central America,Floods,8.5,39540104.0,808786.0,41,,
2030,Central America,Droughts,2.6,1362678.0,446428.0,80,,
2030,Central America,Droughts,4.5,38843888.0,351528.0,26,,
2030,Central America,Droughts,6.0,79065488.0,276015.0,3,,
2030,Central America,Droughts,8.5,23978903.0,649513.0,12,,
2030,Central Asia,Floods,2.6,48436944.0,133196.0,48,,
2030,Central Asia,Floods,4.5,96998942.0,603207.0,98,,
2030,Central Asia,Floods,6.0,75161862.0,329753.0,50,,
2030,Central Asia,Floods,8.5,2353411.0,62532.0,66,,
2030,Central Asia,Droughts,2.6,10496067.0,504411.0,24,,
2030,Central Asia,Droughts,4.5,61918540.0,815573.0,8,,
2030,Central Asia,Droughts,6.0,20199660.0,587714.0,22,,
2030,Central Asia,Droughts,8.5,26244257.0,447719.0,9,,
2030,Eastern Africa,Floods,2.6,31760836.0,273548.0,58,,
2030,Eastern Africa,Floods,4.5,55542572.0,364698.0,40,,
2030,Eastern Africa,Floods,6.0,69930782.0,212591.0,14,,
2030,Eastern Africa,Floods,8.5,6495365.0,806369.0,73,,
2030,Eastern Africa,Droughts,2.6,30071099.0,626919.0,25,,
2030,Eastern Africa,Droughts,4.5,79036931.0,26282.0,46,,
2030,Eastern Africa,Droughts,6.0,32733520.0,428222.0,96,,
2030,Eastern Africa,Droughts,8.5,47185879.0,414755.0,47,,
2030,Eastern Asia,Floods,2.6,30585607.0,26520.0,94,,
2030,Eastern Asia,Floods,4.5,86274168.0,421352.0,25,,
2030,Eastern Asia,Floods,6.0,92890139.0,980651.0,35,,
2030,Eastern Asia,Floods,8.5,42761026.0,788472.0,22,,
2030,Eastern Asia,Droughts,2.6,56522614.0,680750.0,67,,
2030,Eastern Asia,Droughts,4.5,47962499.0,434910.0,77,,
2030,Eastern Asia,Droughts,6.0,50983638.0,948208.0,0,,
2030,Eastern Asia,Droughts,8.5,38402228.0,736805.0,35,,
2030,Eastern Europe,Floods,2.6,62213083.0,920605.0,2,,
2030,Eastern Europe,Floods,4.5,21139372.0,374675.0,32,,
2030,Eastern Europe,Floods,6.0,76440364.0,18969.0,53,,
2030,Eastern Europe,Floods,8.5,5055562.0,650069.0,85,,
2030,Eastern Europe,Droughts,2.6,24675788.0,937737.0,14,,
2030,Eastern Europe,Droughts,4.5,94472635.0,488319.0,29,,
2030,Eastern Europe,Droughts,6.0,76393209.0,414703.0,14,,
2030,Eastern Europe,Droughts,8.5,69870216.0,975798.0,62,,
2030,Melanesia,Floods,2.6,11715455.0,504932.0,4,,
2030,Melanesia,Floods,4.5,81137296.0,11269.0,5,,
2030,Melanesia,Floods,6.0,34942545.0,617884.0,34,,
2030,Melanesia,Floods,8.5,98193415.0,762022.0,79,,
2030,Melanesia,Droughts,2.6,53021985.0,287997.0,49,,
2030,Melanesia,Droughts,4.5,67203373.0,692237.0,41,,
2030,Melanesia,Droughts,6.0,35829045.0,835843.0,99,,
2030,Melanesia,Droughts,8.5,26313596.0,877040.0,20,,
2030,Micronesia,Floods,2.6,30190619.0,168308.0,92,,
2030,Micronesia,Floods,4.5,34455194.0,311264.0,96,,
2030,Micronesia,Floods,6.0,27457229.0,688173.0,94,,
2030,Micronesia,Floods,8.5,38705504.0,471892.0,90,,
2030,Micronesia,Droughts,2.6,36996050.0,733815.0,41,,
2030,Micronesia,Droughts,4.5,81529098.0,839214.0,70,,
2030,Micronesia,Droughts,6.0,88913304.0,780471.0,7,,
2030,Micronesia,Droughts,8.5,32780477.0,459339.0,62,,
2030,Middle Africa,Floods,2.6,35950082.0,230627.0,94,,
2030,Middle Africa,Floods,4.5,57121963.0,385040.0,92,,
2030,Middle Africa,Floods,6.0,23521814.0,542773.0,68,,
2030,Middle Africa,Floods,8.5,88687259.0,979592.0,74,,
2030,Middle Africa,Droughts,2.6,75926351.0,51693.0,52,,
2030,Middle Africa,Droughts,4.5,21821023.0,788155.0,61,,
2030,Middle Africa,Droughts,6.0,93193701.0,227895.0,35,,
2030,Middle Africa,Droughts,8.5,69012817.0,870053.0,71,,
2030,Northern Africa,Floods,2.6,32086294.0,294253.0,97,,
2030,Northern Africa,Floods,4.5,21201783.0,579250.0,66,,
2030,Northern Africa,Floods,6.0,35390800.0,179758.0,35,,
2030,Northern Africa,Floods,8.5,21729272.0,212977.0,41,,
2030,Northern Africa,Droughts,2.6,90072871.0,142823.0,43,,
2030,Northern Africa,Droughts,4.5,56788175.0,823983.0,76,,
2030,Northern Africa,Droughts,6.0,8422147.0,852267.0,64,,
2030,Northern Africa,Droughts,8.5,79843659.0,862960.0,94,,
2030,Northern America,Floods,2.6,75855586.0,157828.0,1,,
2030,Northern America,Floods,4.5,81283413.0,747401.0,87,,
2030,Northern America,Floods,6.0,23266613.0,734177.0,7,,
2030,Northern America,Floods,8.5,17388504.0,884235.0,25,,
2030,Northern America,Droughts,2.6,28040222.0,669834.0,61,,
2030,Northern America,Droughts,4.5,20821102.0,788244.0,97,,
2030,Northern America,Droughts,6.0,2278259.0,973924.0,2,,
2030,Northern America,Droughts,8.5,77284105.0,441811.0,0,,
2030,Northern Europe,Floods,2.6,39298648.0,898073.0,87,,
2030,Northern Europe,Floods,4.5,97626751.0,226878.0,57,,
2030,Northern Europe,Floods,6.0,44636911.0,480372.0,31,,
2030,Northern Europe,Floods,8.5,1852571.0,92029.0,86,,
2030,Northern Europe,Droughts,2.6,45641665.0,893811.0,39,,
2030,Northern Europe,Droughts,4.5,66218207.0,20038.0,43,,
2030,Northern Europe,Droughts,6.0,34541069.0,115641.0,86,,
2030,Northern Europe,Droughts,8.5,88484548.0,502459.0,24,,
2030,Polynesia,Floods,2.6,30282066.0,177778.0,93,,
2030,Polynesia,Floods,4.5,91562548.0,631560.0,97,,
2030,Polynesia,Floods,6.0,62273169.0,945149.0,27,,
2030,Polynesia,Floods,8.5,88899165.0,933889.0,78,,
2030,Polynesia,Droughts,2.6,23379613.0,651473.0,2,,
2030,Polynesia,Droughts,4.5,56715513.0,177560.0,48,,
2030,Polynesia,Droughts,6.0,95036947.0,167159.0,30,,
2030,Polynesia,Droughts,8.5,17484879.0,269622.0,14,,
2030,South America,Floods,2.6,4584073.0,853466.0,68,,
2030,South America,Floods,4.5,97504979.0,838063.0,21,,
2030,South America,Floods,6.0,27576915.0,164198.0,18,,
2030,South America,Floods,8.5,98801095.0,792558.0,87,,
2030,South America,Droughts,2.6,86256393.0,383167.0,38,,
2030,South America,Droughts,4.5,87946471.0,251113.0,17,,
2030,South America,Droughts,6.0,97934947.0,643779.0,14,,
2030,South America,Droughts,8.5,97058972.0,9177.0,15,,
2030,South-Eastern Asia,Floods,2.6,96032920.0,311813.0,63,,
2030,South-Eastern Asia,Floods,4.5,10789011.0,713881.0,48,,
2030,South-Eastern Asia,Floods,6.0,29958652.0,769920.0,86,,
2030,South-Eastern Asia,Floods,8.5,41681881.0,901650.0,32,,
2030,South-Eastern Asia,Droughts,2.6,77389166.0,789093.0,77,,
2030,South-Eastern Asia,Droughts,4.5,69948980.0,600489.0,19,,
2030,South-Eastern Asia,Droughts,6.0,210023.0,195410.0,13,,
2030,South-Eastern Asia,Droughts,8.5,70047277.0,183195.0,63,,
2030,Southern Africa,Floods,2.6,79002102.0,303609.0,50,,
2030,Southern Africa,Floods,4.5,76929671.0,773734.0,83,,
2030,Southern Africa,Floods,6.0,32600335.0,832371.0,8,,
2030,Southern Africa,Floods,8.5,55878656.0,843910.0,88,,
2030,Southern Africa,Droughts,2.6,18489214.0,268791.0,55,,
2030,Southern Africa,Droughts,4.5,52553780.0,12524.0,4,,
2030,Southern Africa,Droughts,6.0,73137191.0,634848.0,81,,
2030,Southern Africa,Droughts,8.5,9685730.0,174478.0,17,,
2030,Southern Asia,Floods,2.6,22991655.0,218587.0,64,,
2030,Southern Asia,Floods,4.5,40261936.0,400118.0,70,,
2030,Southern Asia,Floods,6.0,12022056.0,654881.0,22,,
2030,Southern Asia,Floods,8.5,71710415.0,487532.0,97,,
2030,Southern Asia,Droughts,2.6,28287199.0,653450.0,57,,
2030,Southern Asia,Droughts,4.5,39726385.0,245176.0,76,,
2030,Southern Asia,Droughts,6.0,58230951.0,846888.0,38,,
2030,Southern Asia,Droughts,8.5,59897416.0,941153.0,59,,
2030,Southern Europe,Floods,2.6,10971010.0,525974.0,32,,
2030,Southern Europe,Floods,4.5,98123857.0,415007.0,78,,
2030,Southern Europe,Floods,6.0,60634762.0,186037.0,64,,
2030,Southern Europe,Floods,8.5,50392373.0,769572.0,45,,
2030,Southern Europe,Droughts,2.6,46159903.0,145873.0,45,,
2030,Southern Europe,Droughts,4.5,42417178.0,941248.0,11,,
2030,Southern Europe,Droughts,6.0,94835904.0,430766.0,59,,
2030,Southern Europe,Droughts,8.5,89434801.0,25418.0,58,,
2030,Western Africa,Floods,2.6,78819061.0,960102.0,1,,
2030,Western Africa,Floods,4.5,42693253.0,729597.0,23,,
2030,Western Africa,Floods,6.0,99778136.0,4803.0,37,,
2030,Western Africa,Floods,8.5,63192912.0,643807.0,41,,
2030,Western Africa,Droughts,2.6,93716884.0,768147.0,48,,
2030,Western Africa,Droughts,4.5,51131669.0,165152.0,91,,
2030,Western Africa,Droughts,6.0,65533106.0,421179.0,78,,
2030,Western Africa,Droughts,8.5,69945747.0,84402.0,8,,
2030,Western Asia,Floods,2.6,85197088.0,958020.0,48,,
2030,Western Asia,Floods,4.5,63962354.0,275100.0,33,,
2030,Western Asia,Floods,6.0,72876819.0,226482.0,8,,
2030,Western Asia,Floods,8.5,9082364.0,640320.0,87,,
2030,Western Asia,Droughts,2.6,39269108.0,42300.0,88,,
2030,Western Asia,Droughts,4.5,43719808.0,427100.0,47,,
2030,Western Asia,Droughts,6.0,18793185.0,704322.0,68,,
2030,Western Asia,Droughts,8.5,57646536.0,130569.0,62,,
2030,Western Europe,Floods,2.6,35889743.0,574696.0,49,,
2030,Western Europe,Floods,4.5,73410944.0,312133.0,8,,
2030,Western Europe,Floods,6.0,15868731.0,182040.0,91,,
2030,Western Europe,Floods,8.5,77268881.0,214435.0,73,,
2030,Western Europe,Droughts,2.6,58063199.0,867702.0,4,,
2030,Western Europe,Droughts,4.5,37032882.0,446640.0,56,,
2030,Western Europe,Droughts,6.0,44050832.0,420566.0,43,,
2030,Western Europe,Droughts,8.5,19368984.0,113995.0,88,,
2040,Australia and New Zealand,Floods,2.6,19842577.0,381244.0,66,,
2040,Australia and New Zealand,Floods,4.5,22669584.0,40320.0,59,,
2040,Australia and New Zealand,Floods,6.0,26431318.0,858812.0,85,,
2040,Australia and New Zealand,Floods,8.5,13441175.0,604060.0,16,,
2040,Australia and New Zealand,Droughts,2.6,54981041.0,574240.0,65,,
2040,Australia and New Zealand,Droughts,4.5,73522322.0,236237.0,24,,
2040,Australia and New Zealand,Droughts,6.0,11201481.0,368927.0,76,,
2040,Australia and New Zealand,Droughts,8.5,33089859.0,198923.0,23,,
2040,Caribbean,Floods,2.6,15503036.0,734067.0,35,,
2040,Caribbean,Floods,4.5,471592.0,457492.0,93,,
2040,Caribbean,Floods,6.0,63065518.0,292446.0,43,,
2040,Caribbean,Floods,8.5,46935350.0,42502.0,49,,
2040,Caribbean,Droughts,2.6,40953120.0,516256.0,89,,
2040,Caribbean,Droughts,4.5,85066410.0,877968.0,40,,
2040,Caribbean,Droughts,6.0,63902682.0,397077.0,36,,
2040,Caribbean,Droughts,8.5,71056192.0,301660.0,8,,
2040,Central America,Floods,2.6,13659946.0,438808.0,21,,
2040,Central America,Floods,4.5,71753886.0,414763.0,80,,
2040,Central America,Floods,6.0,73356388.0,510364.0,50,,
2040,Central America,Floods,8.5,90236479.0,374522.0,24,,
2040,Central America,Droughts,2.6,80401641.0,374532.0,78,,
2040,Central America,Droughts,4.5,80924371.0,351466.0,80,,
2040,Central America,Droughts,6.0,70329270.0,206520.0,13,,
2040,Central America,Droughts,8.5,64861863.0,283884.0,72,,
2040,Central Asia,Floods,2.6,86437394.0,432874.0,81,,
2040,Central Asia,Floods,4.5,14115009.0,83656.0,25,,
2040,Central Asia,Floods,6.0,73853613.0,429401.0,33,,
2040,Central Asia,Floods,8.5,12752185.0,771616.0,15,,
2040,Central Asia,Droughts,2.6,70185540.0,445823.0,93,,
2040,Central Asia,Droughts,4.5,10368755.0,780837.0,22,,
2040,Central Asia,Droughts,6.0,40212890.0,23715.0,53,,
2040,Central Asia,Droughts,8.5,12335085.0,611422.0,11,,
2040,Eastern Africa,Floods,2.6,56242493.0,65018.0,17,,
2040,Eastern Africa,Floods,4.5,78679474.0,267610.0,3,,
2040,Eastern Africa,Floods,6.0,90868894.0,913808.0,57,,
2040,Eastern Africa,Floods,8.5,1859310.0,737379.0,74,,
2040,Eastern Africa,Droughts,2.6,77835939.0,914138.0,7,,
2040,Eastern Africa,Droughts,4.5,34595962.0,781199.0,59,,
2040,Eastern Africa,Droughts,6.0,37814703.0,161569.0,55,,
2040,Eastern Africa,Droughts,8.5,64402456.0,705842.0,9,,
2040,Eastern Asia,Floods,2.6,68905216.0,816753.0,0,,
2040,Eastern Asia,Floods,4.5,93275378.0,802567.0,14,,
2040,Eastern Asia,Floods,6.0,81567146.0,45539.0,70,,
2040,Eastern Asia,Floods,8.5,53343373.0,527252.0,4,,
2040,Eastern Asia,Droughts,2.6,63117384.0,16229.0,53,,
2040,Eastern Asia,Droughts,4.5,84525191.0,401219.0,48,,
2040,Eastern Asia,Droughts,6.0,45760161.0,230270.0,87,,
2040,Eastern Asia,Droughts,8.5,33297924.0,384403.0,45,,
2040,Eastern Europe,Floods,2.6,58255301.0,498980.0,96,,
2040,Eastern Europe,Floods,4.5,66577551.0,685217.0,54,,
2040,Eastern Europe,Floods,6.0,85102097.0,920810.0,52,,
2040,Eastern Europe,Floods,8.5,56370874.0,552808.0,26,,
2040,Eastern Europe,Droughts,2.6,56728265.0,658722.0,5,,
2040,Eastern Europe,Droughts,4.5,2555747.0,799667.0,46,,
2040,Eastern Europe,Droughts,6.0,85894111.0,833601.0,66,,
2040,Eastern Europe,Droughts,8.5,3104010.0,148189.0,19,,
2040,Melanesia,Floods,2.6,4542583.0,474071.0,54,,
2040,Melanesia,Floods,4.5,2336128.0,382507.0,39,,
2040,Melanesia,Floods,6.0,36661695.0,377829.0,21,,
2040,Melanesia,Floods,8.5,61478656.0,55660.0,90,,
2040,Melanesia,Droughts,2.6,75714100.0,56466.0,49,,
2040,Melanesia,Droughts,4.5,99685330.0,478029.0,86,,
2040,Melanesia,Droughts,6.0,29435315.0,268115.0,19,,
2040,Melanesia,Droughts,8.5,90623879.0,123859.0,52,,
2040,Micronesia,Floods,2.6,51858341.0,372895.0,2,,
2040,Micronesia,Floods,4.5,92738917.0,107507.0,8,,
